# TITLE: co2 - continuous time series from low and mid cost sensors
# FILE NAME: example_site.csv
# DATA FORMAT: see the last line of this header for column description
# TOTAL LINES: 618
# HEADER LINES: 39
# PROJECT: ICOS CITIES
# DATA VERSION: L1
# STATION CODE: SMAI
# STATION NAME: Mittelschule Maisach (SMAI)
# OBSERVATION CATEGORY: Air sampling observation at a stationary platform
# COUNTRY/TERRITORY: DE
# RESPONSIBLE INSTITUTE: TUM, Technial University Munich
# CONTRIBUTOR:  Patrick Aigner, Klaus Kürzinger, Jia Chen
# CONTACT POINT: Patrick Aigner <patrick.aigner@tum.de>, Jia Chen <jia.chen@tum.de>
# FUNDING: European Union's Horizon 2020 Research and Innovation Programme, Grant Agreement No. 101037319
# LATITUDE: 12.345678
# LONGITUDE: 12.345679
# ALTITUDE: 523.1 m asl
# SAMPLING HEIGHTS: 24.2 m agl
# PARAMETER: co2
# COVERING PERIOD: 2024-07-09 09:30:00 - 2024-08-02 11:30:00
# TIME INTERVAL: hourly
# MEASUREMENT UNIT: µmol/mol
# MEASUREMENT METHOD: NDIR
# INSTRUMENT: Vaisala GMP343
# SAMPLING TYPE: continuous
# TIME ZONE: Central European Time (UTC+1), Central European Summer Time (UTC+2)
# MEASUREMENT SCALE: WMO-CO2-X2019
# DATA POLICY: ICOS CITIES DATA is licensed under a Creative Commons Attribution 4.0 international licence (http://creativecommons.org/licenses/by/4.0/.The ICOS CITIES data licence is described at https://data.icos-cities.eu/licence.
# COMMENT:
#
#   - Times are UTC+0
#   - Time-averaged values are reported at the middle of the averaging interval.
#   - Flag 'O' = data correct after manual quality control
#   - Flag 'K' = data incorrect after manual quality control
#   - In case of gaps between instruments, the timeseries are filled with empty string
#   - Release notes: 
#
#Datetime;Year;Month;Day;Hour;Minute;Second;DecimalDate;co2;NbPoints;Stdev;Flag;OriginalFlag
2024-07-19 18:30:00;2024;7;19;18;30;0;2024.550057;424.64386;59;2.7880743;O;0
2024-07-19 19:30:00;2024;7;19;19;30;0;2024.550171;429.34103;60;1.8565079;O;0
2024-07-19 20:30:00;2024;7;19;20;30;0;2024.550285;432.84583;54;5.0035896;O;0
2024-07-19 21:30:00;2024;7;19;21;30;0;2024.5504;453.3489;60;3.8243308;O;0
2024-07-19 22:30:00;2024;7;19;22;30;0;2024.550514;442.57355;60;4.462703;O;0
2024-07-19 23:30:00;2024;7;19;23;30;0;2024.550628;440.78186;60;3.4292498;O;0
2024-07-20 00:30:00;2024;7;20;0;30;0;2024.550742;446.32385;60;2.142508;O;0
2024-07-20 01:30:00;2024;7;20;1;30;0;2024.550856;456.97617;60;4.127813;O;0
2024-07-20 02:30:00;2024;7;20;2;30;0;2024.55097;468.17853;60;6.2442393;O;0
2024-07-20 03:30:00;2024;7;20;3;30;0;2024.551084;472.06598;60;2.427597;O;0
2024-07-20 04:30:00;2024;7;20;4;30;0;2024.551199;471.55777;60;2.4119706;O;0
2024-07-20 05:30:00;2024;7;20;5;30;0;2024.551313;474.48972;60;3.4908051;O;0
2024-07-20 06:30:00;2024;7;20;6;30;0;2024.551427;464.48004;60;2.5241332;O;0
2024-07-20 07:30:00;2024;7;20;7;30;0;2024.551541;447.19855;60;4.7784934;O;0
2024-07-20 08:30:00;2024;7;20;8;30;0;2024.551655;437.36038;60;2.088366;O;0
2024-07-20 09:30:00;2024;7;20;9;30;0;2024.551769;430.83994;60;2.045265;O;0
2024-07-20 10:30:00;2024;7;20;10;30;0;2024.551884;421.35516;60;1.3148279;O;0
2024-07-20 11:30:00;2024;7;20;11;30;0;2024.551998;419.33688;60;1.5890926;O;0
2024-07-20 12:30:00;2024;7;20;12;30;0;2024.552112;419.1995;54;3.6096735;O;0
2024-07-20 13:30:00;2024;7;20;13;30;0;2024.552226;424.06107;53;3.6781752;O;0
2024-07-20 14:30:00;2024;7;20;14;30;0;2024.55234;423.9434;58;1.3759866;O;0
2024-07-20 15:30:00;2024;7;20;15;30;0;2024.552454;431.5469;60;7.3028636;O;0
2024-07-20 16:30:00;2024;7;20;16;30;0;2024.552568;429.48816;58;2.9253035;O;0
2024-07-20 17:30:00;2024;7;20;17;30;0;2024.552683;428.96765;58;1.6248788;O;0
2024-07-20 18:30:00;2024;7;20;18;30;0;2024.552797;425.7675;59;4.853741;O;0
2024-07-20 19:30:00;2024;7;20;19;30;0;2024.552911;422.09055;60;2.6445844;O;0
2024-07-20 20:30:00;2024;7;20;20;30;0;2024.553025;429.54327;60;2.158618;O;0
2024-07-20 21:30:00;2024;7;20;21;30;0;2024.553139;445.66583;60;9.648074;O;0
2024-07-20 22:30:00;2024;7;20;22;30;0;2024.553253;457.88077;60;2.8010545;O;0
2024-07-20 23:30:00;2024;7;20;23;30;0;2024.553368;457.869;60;4.2280755;O;0
2024-07-21 00:30:00;2024;7;21;0;30;0;2024.553482;473.9412;60;4.872364;O;0
2024-07-21 01:30:00;2024;7;21;1;30;0;2024.553596;484.7556;24;3.7490585;K;389
2024-07-21 02:30:00;2024;7;21;2;30;0;2024.55371;477.10706;59;3.5067866;O;0
2024-07-21 03:30:00;2024;7;21;3;30;0;2024.553824;488.5587;60;6.0107846;O;0
2024-07-21 04:30:00;2024;7;21;4;30;0;2024.553938;500.0086;60;4.764698;O;0
2024-07-21 05:30:00;2024;7;21;5;30;0;2024.554053;491.6504;60;3.750237;O;0
2024-07-21 06:30:00;2024;7;21;6;30;0;2024.554167;479.07175;60;5.076081;O;0
2024-07-21 07:30:00;2024;7;21;7;30;0;2024.554281;465.3837;60;3.4321342;O;0
2024-07-21 08:30:00;2024;7;21;8;30;0;2024.554395;455.6907;59;6.8011003;O;0
2024-07-21 09:30:00;2024;7;21;9;30;0;2024.554509;455.0479;58;4.9836483;O;0
2024-07-21 10:30:00;2024;7;21;10;30;0;2024.554623;446.28683;59;3.3372312;O;0
2024-07-21 11:30:00;2024;7;21;11;30;0;2024.554737;437.92044;59;6.991379;O;0
2024-07-21 12:30:00;2024;7;21;12;30;0;2024.554852;435.88303;59;3.2889807;O;0
2024-07-21 13:30:00;2024;7;21;13;30;0;2024.554966;432.7158;57;2.5372174;O;0
2024-07-21 14:30:00;2024;7;21;14;30;0;2024.55508;429.83292;59;3.2365763;O;0
2024-07-21 15:30:00;2024;7;21;15;30;0;2024.555194;423.25037;60;2.0230863;O;0
2024-07-21 16:30:00;2024;7;21;16;30;0;2024.555308;427.2366;60;2.9986231;O;0
2024-07-21 17:30:00;2024;7;21;17;30;0;2024.555422;427.88803;59;2.5414898;O;0
2024-07-21 18:30:00;2024;7;21;18;30;0;2024.555537;435.05743;60;3.2985246;O;0
2024-07-21 19:30:00;2024;7;21;19;30;0;2024.555651;436.55725;58;2.6552243;O;0
2024-07-21 20:30:00;2024;7;21;20;30;0;2024.555765;440.78436;60;3.6190138;O;0
2024-07-21 21:30:00;2024;7;21;21;30;0;2024.555879;439.21072;60;3.1552422;O;0
2024-07-21 22:30:00;2024;7;21;22;30;0;2024.555993;438.16818;60;0.96936804;O;0
2024-07-21 23:30:00;2024;7;21;23;30;0;2024.556107;434.93414;60;2.7280054;O;0
2024-07-22 00:30:00;2024;7;22;0;30;0;2024.556221;432.5799;60;1.1401236;O;0
2024-07-22 01:30:00;2024;7;22;1;30;0;2024.556336;433.041;60;0.754803;O;0
2024-07-22 02:30:00;2024;7;22;2;30;0;2024.55645;434.83673;60;1.9110339;O;0
2024-07-22 03:30:00;2024;7;22;3;30;0;2024.556564;438.6303;60;1.3790473;O;0
2024-07-22 04:30:00;2024;7;22;4;30;0;2024.556678;443.25983;60;1.4592191;O;0
2024-07-22 05:30:00;2024;7;22;5;30;0;2024.556792;448.68707;60;1.8102802;O;0
2024-07-22 06:30:00;2024;7;22;6;30;0;2024.556906;447.34384;60;2.9931343;O;0
2024-07-22 07:30:00;2024;7;22;7;30;0;2024.557021;439.15463;60;3.73761;O;0
2024-07-22 08:30:00;2024;7;22;8;30;0;2024.557135;430.5571;60;1.5106936;O;0
2024-07-22 09:30:00;2024;7;22;9;30;0;2024.557249;426.35782;60;1.0425415;O;0
2024-07-22 10:30:00;2024;7;22;10;30;0;2024.557363;425.76077;59;1.8788053;O;0
2024-07-22 11:30:00;2024;7;22;11;30;0;2024.557477;424.25558;60;1.3087283;O;0
2024-07-22 12:30:00;2024;7;22;12;30;0;2024.557591;426.65533;60;1.4187094;O;0
2024-07-22 13:30:00;2024;7;22;13;30;0;2024.557705;425.79486;60;1.8414212;O;0
2024-07-22 14:30:00;2024;7;22;14;30;0;2024.55782;426.03833;58;2.0874414;O;0
2024-07-22 15:30:00;2024;7;22;15;30;0;2024.557934;422.9249;59;1.2871345;O;0
2024-07-22 16:30:00;2024;7;22;16;30;0;2024.558048;423.29602;55;1.7361217;O;0
2024-07-22 17:30:00;2024;7;22;17;30;0;2024.558162;424.89783;58;3.125264;O;0
2024-07-22 18:30:00;2024;7;22;18;30;0;2024.558276;426.6545;60;1.1934737;O;0
2024-07-22 19:30:00;2024;7;22;19;30;0;2024.55839;427.65088;60;1.7525709;O;0
2024-07-22 20:30:00;2024;7;22;20;30;0;2024.558505;432.29892;60;1.3342202;O;0
2024-07-22 21:30:00;2024;7;22;21;30;0;2024.558619;435.55408;60;3.0006568;O;0
2024-07-22 22:30:00;2024;7;22;22;30;0;2024.558733;439.49966;60;1.8337982;O;0
2024-07-22 23:30:00;2024;7;22;23;30;0;2024.558847;439.8874;60;1.1955278;O;0
2024-07-23 00:30:00;2024;7;23;0;30;0;2024.558961;442.85855;60;1.8024558;O;0
2024-07-23 01:30:00;2024;7;23;1;30;0;2024.559075;429.4215;26;4.332171;K;389
2024-07-23 02:30:00;2024;7;23;2;30;0;2024.559189;428.7985;60;3.9880161;O;0
2024-07-23 03:30:00;2024;7;23;3;30;0;2024.559304;432.8937;60;1.2418127;O;0
2024-07-23 04:30:00;2024;7;23;4;30;0;2024.559418;436.04285;59;3.4102077;O;0
2024-07-23 05:30:00;2024;7;23;5;30;0;2024.559532;437.11722;60;2.3304613;O;0
2024-07-23 06:30:00;2024;7;23;6;30;0;2024.559646;443.50186;60;1.9942303;O;0
2024-07-23 07:30:00;2024;7;23;7;30;0;2024.55976;436.73132;60;5.096407;O;0
2024-07-23 08:30:00;2024;7;23;8;30;0;2024.559874;424.77155;59;4.6321025;O;0
2024-07-23 09:30:00;2024;7;23;9;30;0;2024.559989;417.44254;59;2.0475051;O;0
2024-07-23 10:30:00;2024;7;23;10;30;0;2024.560103;414.9086;59;1.0241493;O;0
2024-07-23 11:30:00;2024;7;23;11;30;0;2024.560217;414.61008;56;1.116459;O;0
2024-07-23 12:30:00;2024;7;23;12;30;0;2024.560331;414.8851;54;1.0159075;O;0
2024-07-23 13:30:00;2024;7;23;13;30;0;2024.560445;414.39905;51;1.2539772;O;0
2024-07-23 14:30:00;2024;7;23;14;30;0;2024.560559;414.092;55;0.9517725;O;0
2024-07-23 15:30:00;2024;7;23;15;30;0;2024.560674;414.3006;55;1.0532203;O;0
2024-07-23 16:30:00;2024;7;23;16;30;0;2024.560788;414.05902;60;0.9065334;O;0
2024-07-23 17:30:00;2024;7;23;17;30;0;2024.560902;415.95132;60;1.3469305;O;0
2024-07-23 18:30:00;2024;7;23;18;30;0;2024.561016;419.7137;60;1.1839459;O;0
2024-07-23 19:30:00;2024;7;23;19;30;0;2024.56113;422.0522;56;3.2148192;O;0
2024-07-23 20:30:00;2024;7;23;20;30;0;2024.561244;426.66083;58;2.546589;O;0
2024-07-23 21:30:00;2024;7;23;21;30;0;2024.561358;433.96985;51;5.100276;O;0
2024-07-23 22:30:00;2024;7;23;22;30;0;2024.561473;426.64423;60;3.2783332;O;0
2024-07-23 23:30:00;2024;7;23;23;30;0;2024.561587;427.30826;60;1.4314784;O;0
2024-07-24 00:30:00;2024;7;24;0;30;0;2024.561701;432.09653;59;2.0780385;O;0
2024-07-24 01:30:00;2024;7;24;1;30;0;2024.561815;435.3361;60;0.90199494;O;0
2024-07-24 02:30:00;2024;7;24;2;30;0;2024.561929;435.20264;60;0.8462826;O;0
2024-07-24 03:30:00;2024;7;24;3;30;0;2024.562043;437.89685;60;1.5205362;O;0
2024-07-24 04:30:00;2024;7;24;4;30;0;2024.562158;442.13986;60;1.5919846;O;0
2024-07-24 05:30:00;2024;7;24;5;30;0;2024.562272;439.38025;60;2.6699874;O;0
2024-07-24 06:30:00;2024;7;24;6;30;0;2024.562386;430.77396;60;3.8078766;O;0
2024-07-24 07:30:00;2024;7;24;7;30;0;2024.5625;422.44608;60;1.5517322;O;0
2024-07-24 08:30:00;2024;7;24;8;30;0;2024.562614;422.69565;58;1.0445282;O;0
2024-07-24 09:30:00;2024;7;24;9;30;0;2024.562728;421.7789;60;1.3271607;O;0
2024-07-24 10:30:00;2024;7;24;10;30;0;2024.562842;418.82608;59;1.8140794;O;0
2024-07-24 11:30:00;2024;7;24;11;30;0;2024.562957;416.91418;59;1.419;O;0
2024-07-24 12:30:00;2024;7;24;12;30;0;2024.563071;415.90558;57;1.1587026;O;0
2024-07-24 13:30:00;2024;7;24;13;30;0;2024.563185;415.58066;55;1.0320091;O;0
2024-07-24 14:30:00;2024;7;24;14;30;0;2024.563299;415.29977;57;2.4286735;O;0
2024-07-24 15:30:00;2024;7;24;15;30;0;2024.563413;418.03156;60;4.184561;O;0
2024-07-24 16:30:00;2024;7;24;16;30;0;2024.563527;418.91656;59;4.33336;O;0
2024-07-24 17:30:00;2024;7;24;17;30;0;2024.563642;417.4333;57;4.024559;O;0
2024-07-24 18:30:00;2024;7;24;18;30;0;2024.563756;424.04102;60;10.772256;O;0
2024-07-24 19:30:00;2024;7;24;19;30;0;2024.56387;455.7981;59;16.18133;O;0
2024-07-24 20:30:00;2024;7;24;20;30;0;2024.563984;452.7526;57;10.6160965;O;0
2024-07-24 21:30:00;2024;7;24;21;30;0;2024.564098;453.07422;58;8.764468;O;0
2024-07-24 22:30:00;2024;7;24;22;30;0;2024.564212;444.0449;60;9.627227;O;0
2024-07-24 23:30:00;2024;7;24;23;30;0;2024.564326;434.91095;46;3.7542222;O;0
2024-07-25 00:30:00;2024;7;25;0;30;0;2024.564441;434.39557;60;3.6072752;O;0
2024-07-25 01:30:00;2024;7;25;1;30;0;2024.564555;441.4558;29;1.4469197;K;389
2024-07-25 02:30:00;2024;7;25;2;30;0;2024.564669;447.88226;56;3.043852;O;0
2024-07-25 03:30:00;2024;7;25;3;30;0;2024.564783;452.1283;60;3.3325465;O;0
2024-07-25 04:30:00;2024;7;25;4;30;0;2024.564897;454.33224;55;5.3391304;O;0
2024-07-25 05:30:00;2024;7;25;5;30;0;2024.565011;454.4267;58;4.027364;O;0
2024-07-25 06:30:00;2024;7;25;6;30;0;2024.565126;448.80185;59;4.8251815;O;0
2024-07-25 07:30:00;2024;7;25;7;30;0;2024.56524;436.84915;60;5.6677327;O;0
2024-07-25 08:30:00;2024;7;25;8;30;0;2024.565354;432.22726;58;1.6616172;O;0
2024-07-25 09:30:00;2024;7;25;9;30;0;2024.565468;429.42496;59;2.0583136;O;0
2024-07-25 10:30:00;2024;7;25;10;30;0;2024.565582;425.7952;58;4.43066;O;0
2024-07-25 11:30:00;2024;7;25;11;30;0;2024.565696;421.6446;57;3.548848;O;0
2024-07-25 12:30:00;2024;7;25;12;30;0;2024.565811;420.2398;53;1.9702017;O;0
2024-07-25 13:30:00;2024;7;25;13;30;0;2024.565925;418.25836;57;1.3194387;O;0
2024-07-25 14:30:00;2024;7;25;14;30;0;2024.566039;419.10446;46;1.9538995;O;0
2024-07-25 15:30:00;2024;7;25;15;30;0;2024.566153;417.90067;56;2.4602306;O;0
2024-07-25 16:30:00;2024;7;25;16;30;0;2024.566267;416.39194;60;0.921292;O;0
2024-07-25 17:30:00;2024;7;25;17;30;0;2024.566381;417.08148;60;0.91778946;O;0
2024-07-25 18:30:00;2024;7;25;18;30;0;2024.566495;420.10117;60;1.5668821;O;0
2024-07-25 19:30:00;2024;7;25;19;30;0;2024.56661;424.32477;60;2.3672006;O;0
2024-07-25 20:30:00;2024;7;25;20;30;0;2024.566724;438.28885;60;7.1076117;O;0
2024-07-25 21:30:00;2024;7;25;21;30;0;2024.566838;448.91098;60;2.658855;O;0
2024-07-25 22:30:00;2024;7;25;22;30;0;2024.566952;446.22635;60;4.366802;O;0
2024-07-25 23:30:00;2024;7;25;23;30;0;2024.567066;447.276;60;4.2049823;O;0
2024-07-26 00:30:00;2024;7;26;0;30;0;2024.56718;462.0962;60;2.8826811;O;0
2024-07-26 01:30:00;2024;7;26;1;30;0;2024.567295;472.00528;60;8.526542;O;0
2024-07-26 02:30:00;2024;7;26;2;30;0;2024.567409;478.47375;58;10.240937;O;0
2024-07-26 03:30:00;2024;7;26;3;30;0;2024.567523;487.61823;57;9.537795;O;0
2024-07-26 04:30:00;2024;7;26;4;30;0;2024.567637;494.90506;60;4.459804;O;0
2024-07-26 05:30:00;2024;7;26;5;30;0;2024.567751;487.6028;60;6.113624;O;0
2024-07-26 06:30:00;2024;7;26;6;30;0;2024.567865;462.87845;60;8.831334;O;0
2024-07-26 07:30:00;2024;7;26;7;30;0;2024.567979;442.76352;60;5.4321337;O;0
2024-07-26 08:30:00;2024;7;26;8;30;0;2024.568094;430.29498;60;5.3302627;O;0
2024-07-26 09:30:00;2024;7;26;9;30;0;2024.568208;423.89902;58;4.7376094;O;0
2024-07-26 10:30:00;2024;7;26;10;30;0;2024.568322;418.54327;56;2.6129265;O;0
2024-07-26 11:30:00;2024;7;26;11;30;0;2024.568436;417.26648;58;1.2564756;O;0
2024-07-26 12:30:00;2024;7;26;12;30;0;2024.56855;418.7917;56;2.1813164;O;0
2024-07-26 13:30:00;2024;7;26;13;30;0;2024.568664;416.34344;59;2.041942;O;0
2024-07-26 14:30:00;2024;7;26;14;30;0;2024.568779;415.52997;50;1.5756129;O;0
2024-07-26 15:30:00;2024;7;26;15;30;0;2024.568893;415.6574;52;1.6435902;O;0
2024-07-26 16:30:00;2024;7;26;16;30;0;2024.569007;417.03113;57;2.1999736;O;0
2024-07-26 17:30:00;2024;7;26;17;30;0;2024.569121;425.8017;60;10.197961;O;0
2024-07-26 18:30:00;2024;7;26;18;30;0;2024.569235;434.17407;58;9.155358;O;0
2024-07-26 19:30:00;2024;7;26;19;30;0;2024.569349;431.5293;55;4.2595296;O;0
2024-07-26 20:30:00;2024;7;26;20;30;0;2024.569463;432.6403;60;2.476099;O;0
2024-07-26 21:30:00;2024;7;26;21;30;0;2024.569578;437.78436;60;2.7437255;O;0
2024-07-26 22:30:00;2024;7;26;22;30;0;2024.569692;439.02896;60;2.3117754;O;0
2024-07-26 23:30:00;2024;7;26;23;30;0;2024.569806;446.39508;60;2.9804974;O;0
2024-07-27 00:30:00;2024;7;27;0;30;0;2024.56992;462.59378;60;4.4170556;O;0
2024-07-27 01:30:00;2024;7;27;1;30;0;2024.570034;474.90262;26;8.905604;K;389
2024-07-27 02:30:00;2024;7;27;2;30;0;2024.570148;477.1042;60;5.493315;O;0
2024-07-27 03:30:00;2024;7;27;3;30;0;2024.570263;492.98065;60;6.4584823;O;0
2024-07-27 04:30:00;2024;7;27;4;30;0;2024.570377;514.91565;60;6.760861;O;0
2024-07-27 05:30:00;2024;7;27;5;30;0;2024.570491;510.57443;60;6.697856;O;0
2024-07-27 06:30:00;2024;7;27;6;30;0;2024.570605;475.4833;60;8.226451;O;0
2024-07-27 07:30:00;2024;7;27;7;30;0;2024.570719;457.07098;60;6.5336847;O;0
2024-07-27 08:30:00;2024;7;27;8;30;0;2024.570833;435.9621;60;4.0642157;O;0
2024-07-27 09:30:00;2024;7;27;9;30;0;2024.570947;429.75436;59;2.3860295;O;0
2024-07-27 10:30:00;2024;7;27;10;30;0;2024.571062;424.0372;60;0.9599426;O;0
2024-07-27 11:30:00;2024;7;27;11;30;0;2024.571176;421.66232;58;1.2179502;O;0
2024-07-27 12:30:00;2024;7;27;12;30;0;2024.57129;417.277;60;2.955621;O;0
2024-07-27 13:30:00;2024;7;27;13;30;0;2024.571404;414.38635;59;0.77838314;O;0
2024-07-27 14:30:00;2024;7;27;14;30;0;2024.571518;414.42618;59;0.98097456;O;0
2024-07-27 15:30:00;2024;7;27;15;30;0;2024.571632;414.74893;60;0.7670001;O;0
2024-07-27 16:30:00;2024;7;27;16;30;0;2024.571747;413.6529;57;1.0405936;O;0
2024-07-27 17:30:00;2024;7;27;17;30;0;2024.571861;416.5494;60;2.3104248;O;0
2024-07-27 18:30:00;2024;7;27;18;30;0;2024.571975;424.23126;60;4.543135;O;0
2024-07-27 19:30:00;2024;7;27;19;30;0;2024.572089;429.8115;58;4.9453807;O;0
2024-07-27 20:30:00;2024;7;27;20;30;0;2024.572203;429.83508;60;3.9406228;O;0
2024-07-27 21:30:00;2024;7;27;21;30;0;2024.572317;430.80133;56;4.586645;O;0
2024-07-27 22:30:00;2024;7;27;22;30;0;2024.572432;432.4957;59;4.108553;O;0
2024-07-27 23:30:00;2024;7;27;23;30;0;2024.572546;429.9034;60;2.091953;O;0
2024-07-28 00:30:00;2024;7;28;0;30;0;2024.57266;434.82657;60;2.6845489;O;0
2024-07-28 01:30:00;2024;7;28;1;30;0;2024.572774;441.0745;60;3.3699791;O;0
2024-07-28 02:30:00;2024;7;28;2;30;0;2024.572888;441.99426;60;2.0439007;O;0
2024-07-28 03:30:00;2024;7;28;3;30;0;2024.573002;446.5257;60;2.3627558;O;0
2024-07-28 04:30:00;2024;7;28;4;30;0;2024.573116;453.58057;60;3.4072168;O;0
2024-07-28 05:30:00;2024;7;28;5;30;0;2024.573231;441.3449;60;5.291942;O;0
2024-07-28 06:30:00;2024;7;28;6;30;0;2024.573345;438.3301;57;3.1361136;O;0
2024-07-28 07:30:00;2024;7;28;7;30;0;2024.573459;438.00995;60;2.1555684;O;0
2024-07-28 08:30:00;2024;7;28;8;30;0;2024.573573;429.9612;60;1.8150655;O;0
2024-07-28 09:30:00;2024;7;28;9;30;0;2024.573687;427.79462;60;1.170566;O;0
2024-07-28 10:30:00;2024;7;28;10;30;0;2024.573801;426.64078;59;3.0536597;O;0
2024-07-28 11:30:00;2024;7;28;11;30;0;2024.573916;423.32352;58;1.2130274;O;0
2024-07-28 12:30:00;2024;7;28;12;30;0;2024.57403;422.31058;60;1.5331714;O;0
2024-07-28 13:30:00;2024;7;28;13;30;0;2024.574144;419.4106;60;1.3154203;O;0
2024-07-28 14:30:00;2024;7;28;14;30;0;2024.574258;418.1031;58;1.9578289;O;0
2024-07-28 15:30:00;2024;7;28;15;30;0;2024.574372;418.5578;56;2.956566;O;0
2024-07-28 16:30:00;2024;7;28;16;30;0;2024.574486;416.9555;53;2.95093;O;0
2024-07-28 17:30:00;2024;7;28;17;30;0;2024.5746;415.62775;50;2.322971;O;0
2024-07-28 18:30:00;2024;7;28;18;30;0;2024.574715;417.9615;60;2.308266;O;0
2024-07-28 19:30:00;2024;7;28;19;30;0;2024.574829;423.89355;60;1.6464729;O;0
2024-07-28 20:30:00;2024;7;28;20;30;0;2024.574943;425.96533;60;1.2161882;O;0
2024-07-28 21:30:00;2024;7;28;21;30;0;2024.575057;431.09955;60;3.1385467;O;0
2024-07-28 22:30:00;2024;7;28;22;30;0;2024.575171;443.61682;60;6.351732;O;0
2024-07-28 23:30:00;2024;7;28;23;30;0;2024.575285;447.98334;60;3.1409528;O;0
2024-07-29 00:30:00;2024;7;29;0;30;0;2024.5754;438.70786;60;4.2033777;O;0
2024-07-29 01:30:00;2024;7;29;1;30;0;2024.575514;439.11215;26;6.723344;K;389
2024-07-29 02:30:00;2024;7;29;2;30;0;2024.575628;472.12674;53;18.284286;O;0
2024-07-29 03:30:00;2024;7;29;3;30;0;2024.575742;469.091;60;11.885411;O;0
2024-07-29 04:30:00;2024;7;29;4;30;0;2024.575856;500.03;60;11.554524;O;0
2024-07-29 05:30:00;2024;7;29;5;30;0;2024.57597;511.60574;60;7.2965097;O;0
2024-07-29 06:30:00;2024;7;29;6;30;0;2024.576084;467.8443;60;10.018166;O;0
2024-07-29 07:30:00;2024;7;29;7;30;0;2024.576199;449.7271;60;10.023598;O;0
2024-07-29 08:30:00;2024;7;29;8;30;0;2024.576313;425.02267;60;5.111296;O;0
2024-07-29 09:30:00;2024;7;29;9;30;0;2024.576427;418.9101;60;2.0782921;O;0
2024-07-29 10:30:00;2024;7;29;10;30;0;2024.576541;415.71725;57;1.6300794;O;0
2024-07-29 11:30:00;2024;7;29;11;30;0;2024.576655;414.07166;55;0.7696988;O;0
2024-07-29 12:30:00;2024;7;29;12;30;0;2024.576769;413.86066;60;0.8359757;O;0
2024-07-29 13:30:00;2024;7;29;13;30;0;2024.576884;413.90128;48;0.85678124;O;0
2024-07-29 14:30:00;2024;7;29;14;30;0;2024.576998;412.90674;57;0.8320448;O;0
2024-07-29 15:30:00;2024;7;29;15;30;0;2024.577112;412.1842;55;0.80754364;O;0
2024-07-29 16:30:00;2024;7;29;16;30;0;2024.577226;410.91296;60;0.9943477;O;0
2024-07-29 17:30:00;2024;7;29;17;30;0;2024.57734;411.2263;60;1.0297643;O;0
2024-07-29 18:30:00;2024;7;29;18;30;0;2024.577454;416.2524;60;2.2636373;O;0
2024-07-29 19:30:00;2024;7;29;19;30;0;2024.577568;422.51407;60;1.4528673;O;0
2024-07-29 20:30:00;2024;7;29;20;30;0;2024.577683;430.3322;60;2.7718914;O;0
2024-07-29 21:30:00;2024;7;29;21;30;0;2024.577797;440.01108;60;5.2616415;O;0
2024-07-29 22:30:00;2024;7;29;22;30;0;2024.577911;449.50925;60;3.4784572;O;0
2024-07-29 23:30:00;2024;7;29;23;30;0;2024.578025;460.12704;60;3.6399078;O;0
2024-07-30 00:30:00;2024;7;30;0;30;0;2024.578139;468.21173;59;8.241788;O;0
2024-07-30 01:30:00;2024;7;30;1;30;0;2024.578253;484.21576;60;3.9730036;O;0
2024-07-30 02:30:00;2024;7;30;2;30;0;2024.578368;485.0104;60;4.7356715;O;0
2024-07-30 03:30:00;2024;7;30;3;30;0;2024.578482;483.90753;60;4.604305;O;0
2024-07-30 04:30:00;2024;7;30;4;30;0;2024.578596;511.7439;58;15.188999;O;0
2024-07-30 05:30:00;2024;7;30;5;30;0;2024.57871;528.482;60;13.175385;O;0
2024-07-30 06:30:00;2024;7;30;6;30;0;2024.578824;491.84045;60;8.100185;O;0
2024-07-30 07:30:00;2024;7;30;7;30;0;2024.578938;463.0738;60;11.37151;O;0
2024-07-30 08:30:00;2024;7;30;8;30;0;2024.579053;435.50452;60;4.153083;O;0
2024-07-30 09:30:00;2024;7;30;9;30;0;2024.579167;425.57843;60;3.0487268;O;0
2024-07-30 10:30:00;2024;7;30;10;30;0;2024.579281;422.14056;60;1.273119;O;0
2024-07-30 11:30:00;2024;7;30;11;30;0;2024.579395;422.24823;60;1.359397;O;0
2024-07-30 12:30:00;2024;7;30;12;30;0;2024.579509;419.36502;57;1.0391088;O;0
2024-07-30 13:30:00;2024;7;30;13;30;0;2024.579623;418.2513;60;0.87315524;O;0
2024-07-30 14:30:00;2024;7;30;14;30;0;2024.579737;417.28864;60;0.8249679;O;0
2024-07-30 15:30:00;2024;7;30;15;30;0;2024.579852;416.12277;59;1.0648619;O;0
2024-07-30 16:30:00;2024;7;30;16;30;0;2024.579966;413.69916;60;0.9052294;O;0
2024-07-30 17:30:00;2024;7;30;17;30;0;2024.58008;413.08328;60;0.8325936;O;0
2024-07-30 18:30:00;2024;7;30;18;30;0;2024.580194;416.9276;60;2.2978508;O;0
2024-07-30 19:30:00;2024;7;30;19;30;0;2024.580308;422.94403;60;2.0327456;O;0
2024-07-30 20:30:00;2024;7;30;20;30;0;2024.580422;432.72745;60;5.3773375;O;0
2024-07-30 21:30:00;2024;7;30;21;30;0;2024.580537;455.13623;60;8.555309;O;0
